7.42361e+159,4.44991e-07,1.91994e-07,6.32171e-07,6.83405e-07,3.82904e-07,5.22015e-07,6.91682e-07,6.36245e-07,3.30039e-07,1.57653e-06,5.02432e-08,2.38864e-07,4.44032e-07,2.81104e-07,3.00003e-07,5.20218e-07,4.70681e-07,
4.44991e-07,1.41705e-06,3.38837e-07,5.0915e-07,3.60603e-07,2.32299e-07,2.80829e-07,2.60341e-07,4.59321e-07,7.22155e-07,1.28827e-07,3.81021e-07,3.23056e-07,2.72325e-07,1.06694e-07,3.50082e-07,5.56973e-07,2.81874e-07,
1.91994e-07,3.38837e-07,9.10594e-06,4.22874e-07,7.41834e-07,1.51764e-07,4.49427e-08,3.27182e-07,1.0681e-06,1.53259e-07,4.68949e-07,1.30355e-07,7.77638e-07,3.02482e-07,9.25737e-08,2.71782e-07,4.09734e-07,-3.93837e-07,
6.32171e-07,5.0915e-07,4.22874e-07,2.88107e-06,6.42673e-07,4.60778e-07,1.03773e-06,4.18816e-07,7.52384e-07,8.17657e-07,5.27322e-07,3.43267e-07,2.33968e-07,5.76789e-07,5.45872e-08,3.89505e-07,6.78762e-07,2.63504e-07,
6.83405e-07,3.60603e-07,7.41834e-07,6.42673e-07,1.83286e-06,3.67458e-07,4.91706e-07,8.15606e-07,5.89237e-07,6.65707e-07,6.69774e-07,4.38806e-07,4.72345e-07,3.14207e-07,1.1775e-07,6.807e-07,3.9796e-07,8.87494e-07,
3.82904e-07,2.32299e-07,1.51764e-07,4.60778e-07,3.67458e-07,2.58684e-06,2.35169e-07,3.58725e-07,7.80225e-07,1.00319e-06,4.24052e-07,5.64013e-07,2.78356e-07,2.83336e-07,1.70568e-07,4.60363e-07,8.06024e-08,3.52119e-07,
5.22015e-07,2.80829e-07,4.49427e-08,1.03773e-06,4.91706e-07,2.35169e-07,5.8949e-06,5.48474e-07,6.1119e-07,4.12559e-07,2.85963e-07,5.99769e-07,2.7741e-07,5.34535e-07,-2.87806e-07,3.20484e-07,4.84226e-07,2.40928e-06,
6.91682e-07,2.60341e-07,3.27182e-07,4.18816e-07,8.15606e-07,3.58725e-07,5.48474e-07,1.73044e-06,5.50328e-07,5.11754e-07,4.29814e-07,1.92829e-07,4.71956e-07,5.67633e-07,1.40367e-07,4.50281e-07,3.79156e-07,6.93556e-07,
6.36245e-07,4.59321e-07,1.0681e-06,7.52384e-07,5.89237e-07,7.80225e-07,6.1119e-07,5.50328e-07,2.70983e-06,8.25021e-07,7.91464e-07,1.96707e-07,4.25491e-07,3.69437e-07,-7.63128e-08,4.55744e-07,3.48236e-07,1.87886e-06,
3.30039e-07,7.22155e-07,1.53259e-07,8.17657e-07,6.65707e-07,1.00319e-06,4.12559e-07,5.11754e-07,8.25021e-07,4.31488e-06,4.101e-07,3.31126e-07,5.70988e-07,4.48435e-07,3.07649e-08,1.01854e-06,6.47251e-07,3.93566e-08,
1.57653e-06,1.28827e-07,4.68949e-07,5.27322e-07,6.69774e-07,4.24052e-07,2.85963e-07,4.29814e-07,7.91464e-07,4.101e-07,7.64324e-06,-1.88007e-06,6.73896e-07,5.04769e-07,1.75213e-07,5.80251e-07,4.25334e-08,7.39777e-07,
5.02432e-08,3.81021e-07,1.30355e-07,3.43267e-07,4.38806e-07,5.64013e-07,5.99769e-07,1.92829e-07,1.96707e-07,3.31126e-07,-1.88007e-06,6.45724e-06,2.21305e-07,3.59335e-07,-3.58395e-07,4.95705e-07,1.5941e-07,1.15639e-06,
2.38864e-07,3.23056e-07,7.77638e-07,2.33968e-07,4.72345e-07,2.78356e-07,2.7741e-07,4.71956e-07,4.25491e-07,5.70988e-07,6.73896e-07,2.21305e-07,2.00077e-06,3.80023e-07,1.2933e-07,4.166e-07,3.14461e-07,7.4769e-08,
4.44032e-07,2.72325e-07,3.02482e-07,5.76789e-07,3.14207e-07,2.83336e-07,5.34535e-07,5.67633e-07,3.69437e-07,4.48435e-07,5.04769e-07,3.59335e-07,3.80023e-07,1.6634e-06,9.58085e-08,3.09568e-07,6.01138e-07,-1.01226e-07,
2.81104e-07,1.06694e-07,9.25737e-08,5.45872e-08,1.1775e-07,1.70568e-07,-2.87806e-07,1.40367e-07,-7.63128e-08,3.07649e-08,1.75213e-07,-3.58395e-07,1.2933e-07,9.58085e-08,1.45391e-06,9.63404e-08,2.19726e-07,-4.22436e-07,
3.00003e-07,3.50082e-07,2.71782e-07,3.89505e-07,6.807e-07,4.60363e-07,3.20484e-07,4.50281e-07,4.55744e-07,1.01854e-06,5.80251e-07,4.95705e-07,4.166e-07,3.09568e-07,9.63404e-08,1.31536e-06,2.76042e-07,7.27203e-07,
5.20218e-07,5.56973e-07,4.09734e-07,6.78762e-07,3.9796e-07,8.06024e-08,4.84226e-07,3.79156e-07,3.48236e-07,6.47251e-07,4.25334e-08,1.5941e-07,3.14461e-07,6.01138e-07,2.19726e-07,2.76042e-07,2.63587e-06,-5.82901e-08,
4.70681e-07,2.81874e-07,-3.93837e-07,2.63504e-07,8.87494e-07,3.52119e-07,2.40928e-06,6.93556e-07,1.87886e-06,3.93566e-08,7.39777e-07,1.15639e-06,7.4769e-08,-1.01226e-07,-4.22436e-07,7.27203e-07,-5.82901e-08,1.78814e-05,
