AIG,BABA,FANG,FB,GS,IBM,Macy,Morgan_Stanley,MSFT,Sears,SP_500,TWTR,
-0.000185271,-0.00275888,-0.00555397,-0.000513215,-0.000531887,-0.000518101,-0.000475097,-0.000551724,-0.00232239,0,6.9783e-05,-0.00131839,
-0.000185305,0,0,-0.0014127,-0.000798361,-0.00155592,-0.00110944,-0.000552029,-0.000422833,0.000936184,-0.00050853,-0.00105597,
-0.000370714,0.000571429,0,0.000642385,-0.000266262,0,0,-0.000276129,0,0,0.00027424,0.000528123,
0.000370714,-9.52154e-05,0,-0.000128444,0.00186235,0.000518908,0.000475624,0.00248242,0.000211439,0.000623636,0.000129614,0.000263957,
0.000185305,0.000666318,0,0.000128444,-0.000957345,0.000777857,-0.000475624,0.000550812,-0.000634451,0,0.000179438,0.00105513,
-0.000741427,-0.000761542,0.000575982,-0.00141379,-0.000372549,0.000712504,0.00126783,-0.0013776,-0.000634853,0.00124611,-0.000398796,0.000527148,
-0.000741977,-0.0019064,-0.000575982,0.00154222,-0.000638978,-0.000323803,-0.000158391,-0.000551572,-0.000847099,0,-0.000304189,-0.00131839,
0.0012981,-0.000286273,-0.00346287,0.000385183,-0.000426212,-0.00213973,-0.000158416,-0.0002759,0.00190496,0.000933562,-0.000643589,0.00105485,
-0.00018534,-0.000477304,0.00115562,-0.001156,0.000159851,6.49077e-05,-0.000316907,0.0002759,-0.000423012,-0.00373949,-0.000174689,-0.0031679,
-0.00111276,0.000763577,0.00249928,0,0.00117146,0.00123245,0.000316907,-0.0002759,-0.00190577,0.00280593,0.000154726,-0.00158772,
0.0014834,-0.00191004,-0.00211437,-0.000385629,-0.00149119,0.000324076,-0.000316907,-0.000275976,-0.000848176,-0.00186974,-0.000923718,-0.00212089,
-0.00296901,0.000668928,-0.0042422,0.000385629,0.0025018,-0.000907676,0,-0.000552181,-0.00106123,-0.000624025,-0.000349738,-0.00106213,
0.000371609,0.00333795,0.0019305,-0.0014147,-0.0013832,0.000194571,0.000475323,0,0,0.000624025,-6.99622e-05,0.00026564,
0.000185753,-0.00200143,0.00691911,-0.000257433,0.000691839,-6.48529e-05,-0.00079233,0.000552181,0,0.000935308,0.000544577,0.00132714,
-0.000929109,-0.00114548,-0.0017253,-0.00296526,0.000106394,-0.000389206,0.000475474,-0.000828386,0.00381518,-0.00280855,-0.000529584,-0.00425306,
-0.00111607,-9.55155e-05,-0.000191883,0.000129107,-0.000478864,-0.000454265,-0.000158466,0.0024831,-0.00423999,-0.00312989,-0.000774897,0.000266347,
0.0037154,0.000382007,-0.00134422,-0.000129107,0.000319268,0.000129811,0,-0.00358869,-0.00106281,-0.000940881,-0.000180062,-0.00159915,
-0.00464642,-0.000573066,-0.0038506,0.000258198,-0.00133096,-0.000454413,-0.000792707,-0.0013837,0,-0.0113602,-0.000480324,0.00186542,
0.000558711,0.00152745,0.00269698,0.000903168,0.00117133,-0.00012987,0.000792707,-0.00027697,0,0.00380108,0.000245194,0.000266205,
0.000744463,0.000572192,-0.0001924,0.000386822,0.000159621,0.000908737,0.000316907,0.000553863,0.00085034,0,0.000555218,0.00212709,
0.000372024,0.00333127,-0.00134784,0.00321771,0.000425532,0,-0.000633914,0.000553557,0.000849618,0.00252605,0.000579899,0.000265569,
-0.00130269,0.00151918,0.00211722,0,-0.000851245,0.000907912,0.000317007,-0.00110742,0,0.00189036,-0.000194928,0.00185701,
0.000186202,0.00151688,0.00670693,0.00102749,0.000159664,-0.000389004,0.000158466,0.00166067,-0.000424719,0.00157257,0.000249901,-0.00531492,
0.00223173,0.00236552,0.00247973,0.00269214,0.00292266,0.00220236,-0.000158466,0.00358869,0.00190981,-0.000628733,0.00170765,0.00796183,
0.000371471,0.00179406,0.0024736,0.00102367,-0.000371501,0.00161629,0.00095042,-0.000827016,0.00105943,0,0.000733096,0,
-0.000371471,-0.000566198,-0.0011409,-0.00680144,-0.00223191,-0.000452299,0,-0.000551724,0.00042346,0.00345315,-0.000104695,0,
0.000185753,-0.000566519,-0.000570939,0.00718505,0.00201956,0.000581489,0.000949517,0.000551724,0.0012693,0.00125274,0.000647936,0.000264306,
-0.00148699,-0.000188911,0.000570939,-0.000255722,-0.00170041,-0.00336439,0.000632511,-0.00303826,-0.004025,-0.00754009,-0.000463481,-0.00105764,
-0.000186029,-0.00103965,-0.00304878,-0.00127959,0.00127558,0.00200706,-0.00189873,-0.000553403,0.00212044,0.00157555,-0.000548481,-0.00238379,
0.00185874,-0.00473935,-0.000190858,0.000512033,-0.00228657,0.000129349,0.00110803,-0.00083068,-0.000423729,0.000629525,-0.000259387,-0.000265217,
-0.00130075,0.00369861,-0.00727973,-0.00436066,0.00148952,0.0003233,-0.00126642,0.00248997,-0.00212134,-0.000629525,-0.000289395,0.00159025,
-0.00148865,0.00349634,0.00727973,-0.000385678,-0.00117015,-0.000582016,-0.000475323,-0.00248997,0,0,4.99028e-06,-0.00132503,
0.000558503,-0.00122705,0.00362009,0.00397819,0.000425668,-0.000452913,-0.00110997,0.00138408,0.000849077,-0.00126024,-0.000713863,-0.000530504,
0,-0.00264801,-0.000380445,0,-0.000372449,-0.000129441,-0.00190567,-0.00083022,-0.000212202,0,-0.000889298,-0.000796284,
0,9.46925e-05,-0.00152323,0.000256115,0,0.000323572,0,-0.000276893,0,0,0.00038979,0.000530926,
-0.00111732,-0.000284104,0.00190367,-0.00115303,0.000159638,-0.000776749,-0.00206858,-0.000554017,0,-0.00600792,-0.000179884,-0.00106213,
0,-0.00332053,-0.000951384,-0.000641149,0,0.000194244,0.000477745,-0.000277123,-0.000849257,-0.00158705,-0.000664852,0.00238822,
-0.000559128,0.00398331,0.00133168,-0.000384887,-0.00213061,-0.000906795,-0.000955718,0.00110803,-0.00127524,0.00570163,-0.0010807,-0.0050485,
0.00167645,-0.000662785,-0.00323717,0.00205102,0.000959335,0.0004535,0,-0.00193986,0.00042526,-0.0047491,0.000255271,0.00159702,
-0.00111732,-0.00294048,0,-0.00205102,-0.000319676,-0.000907206,0.000318674,-0.000832524,0,0,-0.000475558,0.0021254,
0.00167551,0.00379255,0.00266667,0.00205102,0.00159736,0.0011015,0.00127368,0.0024955,0.00169924,0.00316857,0.000990907,-0.00159363,
-0.00130293,-0.001231,-0.00076118,-0.000256148,-0.000159621,0.000388475,-0.000318269,-0.00027697,-0.000212247,0.000316306,6.50252e-05,0.00159363,
0.000558607,0.000852394,0.00076118,0.000128082,-0.000266092,-0.000323719,-0.00111474,-0.00055417,0.000212247,0,0.000115034,-0.00132785,
-0.000744879,-0.000284051,-0.000380518,-0.00102512,0,-0.000777353,0,-0.0002772,-0.000212247,-0.00539085,-0.000380163,-0.00159575,
0,-0.00265504,-0.000571048,0.000128197,-0.000372648,-0.000388903,-0.000318725,0.000554324,-0.000424628,0.00222328,-0.000410339,-0.000798828,
0.000558711,0.000949037,-0.000952472,-0.000128197,-0.000319523,0.000648088,-0.00159515,-0.000831601,0,0.00600982,-0.000270315,0.000532623,
-0.00130415,0,-0.000762631,-0.000128213,0.000319523,-0.00097229,0.00015963,-0.00110988,-0.000637281,-0.00696205,-0.000540849,0.000798403,
-0.00186602,-0.00208907,0.00285687,-0.00115466,-0.00191867,-0.000454059,0,-0.000833218,0,0,-0.00103745,-0.00213049,
0.00279773,0.00332147,0.000570396,0.000641643,0.00117296,0.000389206,0.000319183,0.0011108,-0.00085034,-0.000635324,0.000546422,0.00213049,
-0.00130463,-0.0020865,-0.00209305,0.000384788,0.000319659,6.48529e-05,-0.000957854,0,-0.000425441,0,0.000175393,-0.00186393,
0.00018648,-0.00142511,-0.000190494,-0.000898069,-0.000319659,-0.00110307,0,0,-0.000425622,-0.00222682,-0.000506219,-0.00026656,
-0.000746129,0.000285185,-0.000953016,-0.000128361,-0.000373065,-0.000129853,-0.000958773,-0.0013887,0.000425622,0.001909,-0.00016044,0.000799467,
0.000186585,-0.00123639,0.000381316,0,-0.000106615,0.000194774,-0.000479731,0,-0.000212789,-0.00541834,-0.000215631,-0.000266418,
0.000373065,0.00114134,-0.00286342,0.00153925,0.000373105,0.000713845,-0.000159962,0,0.000850883,0,0.000706896,0.00133138,
-0.00167989,-0.000285212,-0.000764965,-0.00205286,-0.000853015,-0.00084369,0,-0.00111235,-0.00170249,0.000958313,-0.00138418,-0.00186443,
0.00130682,-0.00123686,-0.00153169,0.000128427,0.000319966,-0.00116936,-0.000159987,-0.000556638,-0.000426076,-0.00480078,-0.000793256,-0.00133387,
-0.00298954,-0.000761905,0,-0.000642302,-0.00149405,6.50005e-05,-0.000640205,0.00166899,0.00127768,0.00575817,-0.000602894,-0.00106838,
-0.000187143,-0.00133473,0.00306103,-0.000257036,-0.000534131,-0.000390066,0.00128,-0.00194742,-0.00149079,-0.00159617,0.000170857,0,
0.000748363,-0.000381679,0.000381971,0.00231095,-0.000213732,-0.000520325,-0.000639795,-0.000835771,0,-0.00127877,-0.000281427,0,
0.00336072,-9.54426e-05,-0.00191132,-0.00359713,0.000160304,0.00292331,-0.000160013,0.00361664,-0.000213151,0,4.52347e-05,0.000801389,
-0.000559336,0.00352532,0.00381898,0.00231392,0.00042735,-0.00259808,0.00191847,-0.000833449,0.0010653,0.00446857,0.000743565,0.00160085,
-0.00242741,0,-0.000381243,0.00115496,0.000747424,0.000130064,0.00207419,-0.000556019,0.000638638,0,0.000562331,0.00266241,
-0.000935191,-0.000285375,-0.00267278,0.000256476,-0.000907659,-0.000325193,0.000955871,-0.000556328,-0.000638638,0.00127307,-0.000356441,0.00185948,
-0.000187143,-9.5143e-05,0.00210064,-0.000641313,-0.000908484,-0.000715796,-0.000318522,-0.00111359,-0.00021297,0,-0.000246069,-0.00452189,
-0.000936242,-0.000190313,-0.00305694,-0.00218355,-0.000802289,-0.000716309,-0.00111563,-0.0022309,-0.000852333,-0.0028667,-0.000793858,0.000533049,
0.000187319,-9.51701e-05,0.000382629,0.000128576,-0.000214053,-6.51445e-05,0.000318878,-0.00111732,-0.000426439,0.005408,-0.000170913,0.00106525,
-0.000187319,-0.00180996,-0.00133984,0.000385629,-0.000642433,-0.00045613,0,-0.000279525,0.000426439,-0.00349595,-0.000517943,-0.000798828,
0.00131049,-0.000190712,0.00133984,-0.000385629,0.000588912,0.000912052,-0.000318878,0.00083834,0,0,0.000507889,0.00106496,
-0.00131049,-0.00104957,0.00305577,-0.000385778,0.000107038,-0.0014336,0.000956328,-0.00083834,0,0,-0.00128782,-0.00373234,
0,-0.000286437,-0.00900303,0.000514337,-0.000214087,-0.00110919,-0.00127531,-0.00167879,-0.00149333,-0.00350822,-0.00107278,0.000267058,
-0.00225056,9.54882e-05,-0.000962557,0.000128543,-0.00176797,0.000717852,0.000478431,0.000279994,-0.000213516,-0.00287954,0.000100779,-0.000801389,
0.00093835,0.0024795,-0.0019279,-0.00192988,0.00160737,0.00175982,0.000478202,0.000839513,0.00192,0,0.00103743,0.00106838,
0.00112486,-0.000285782,0.000964413,0.001287,-0.000696211,-6.51232e-05,0,0.000559284,0.000852152,0,-0.000563908,0.000266916,
-0.000187389,-0.00143014,0.000578202,-0.00141579,-0.00160849,0.00091134,-0.00143529,-0.00167879,0.000212925,0,-0.000166212,0.000533618,
0.000936593,0.000667652,0.00307811,0.00295801,0.00262587,0.000975515,0.00159464,0.000839748,0.000425713,0,0.000805619,0.00186542,
-0.00187406,0.000190676,0.000768049,-0.000128427,-0.00123169,-0.00266866,0.000955566,-0.000559754,0.000850883,0.00256,0.000407597,-0.000266276,
0,0.00019064,0.00268354,-0.000642385,-0.000160767,0.00266866,0.000636537,0.000279916,0,0,-0.000166038,0.00133067,
0.00299682,-0.00238561,-0.00287549,-0.00102867,0.000321509,-0.00208225,-0.000477365,0.00251572,-0.000850883,0.00541834,-2.01277e-05,-0.000798191,
-0.0048744,0.00143205,-0.00230636,0.000257268,-0.000750348,0.00201724,-0.000159172,-0.00307564,-0.000638638,-0.00414079,-0.000463049,-0.00106525,
0.00131468,-0.000858984,0.00288212,0.000771407,0.000589607,0.000259994,0.000159172,0.00111951,-0.00021297,0.00350486,0.000387567,-0.00079968,
-0.000751033,-0.00430602,-0.00230503,0.00012851,-0.000375164,-0.000129988,0.000159147,-0.000279759,0.00021297,-0.00127307,-0.000634278,0.00133245,
-0.000375728,-0.00115141,0.00115318,-0.00192939,-0.000268061,-0.000455092,-0.000159147,0,0,0,-1.00712e-05,-0.00400267,
-0.000563857,-0.000192031,-0.000384246,-0.000772798,0.000107233,0.00058508,0.000159147,0,-0.000425985,0.00127307,2.01422e-05,-0.000802461,
-0.000940468,0.00239774,-0.000961261,-0.00141835,-0.000750872,-0.000910273,-0.00382654,-0.0016802,-0.00191918,-0.000636335,-0.00116892,-0.00348479,
-0.000564706,-0.00460875,-0.00115473,-0.000645369,-0.000751436,-0.000390371,0.00382654,0.0016802,0.00277097,-0.0035071,-0.000403393,0,
-0.000376648,-0.000673887,0.00230814,0.00129032,0.00166314,0.00117066,-0.00638572,0,-0.00234417,0.00127673,0.000186589,-0.000537201,
0.000941354,0.000481394,-0.000961076,0.000515663,-0.00177053,-0.00104052,0.000800448,-0.00111982,0.000639864,0,5.54658e-05,0.00482445,
0.000564387,0.00393871,-0.00153965,0.00103053,0.00101978,0.00071547,0.00526695,0.000839983,0.0012785,-0.00351494,0.000398255,0,
0.00131567,-0.000767313,-0.000192623,-0.00206212,-0.00139575,-0.000130047,-0.00638776,0.000279838,-0.00277215,-0.00288508,-0.000277249,-0.00267738,
-0.000375728,0.000287811,0.00882246,0.00206212,0.00177119,0.000260078,0.0004805,-0.000279838,0.00106712,0.00384493,0.000614885,0.00240996,
-0.000563857,0.000575374,0,-0.000386324,-5.36265e-05,0.00103964,0.00606643,0.00111888,0.00042653,0.000319744,0.000342559,-0.000802676,
0.00244109,0.000766651,0.00457231,-0.000515331,-0.000536423,-6.49456e-05,-0.00446643,-0.0013988,0,0,0.000568993,0.00320684,
0.00112465,-0.000287425,-0.00190259,-0.000386673,0.000750912,-0.00142987,0.00159744,-0.000279994,0.0012785,0.00382898,0.000885575,0.0029306,
-0.00394182,-0.000191663,0.000571157,0.00334621,-5.36179e-05,0.00292255,-0.00111794,0.00391281,0.000425804,0.0050826,-6.5385e-05,0.00371748,
-0.000376223,-0.000479317,-0.000571157,-0.000257003,-0.000965614,-0.00305264,0.00031954,-0.00447303,-0.000212879,0.00316356,0.00066371,-0.000530223,
0.00562853,0.00124575,0.00399126,0.00038548,0.00225165,0.00383055,0.00223392,0.00614527,0.000851245,-0.000631912,0.000743636,-0.00212371,
-0.000187108,0.0012442,-0.00361046,0.000256904,5.3549e-05,0.0004535,-0.000159401,-0.000557103,0.000425351,0,0.000321401,0.00026571,
0.000374181,0.00105158,-0.00114286,-0.000899454,-0.000910722,-6.47731e-05,-0.000159426,-0.00111514,-0.00148952,-0.00126502,-0.000612761,0,
-0.000561325,0.00124135,0.00076205,-0.000257136,0,-0.000129559,0.000318827,0.000557724,0.000212925,0,5.02404e-05,-0.00159532,
0,0.000286246,0.000190422,0.000385678,5.35949e-05,-0.000259168,-0.000956785,-0.000557724,0,-0.00158353,-0.000316557,-0.000266134,
0.000187143,0.000381534,-0.00114307,0.000514007,5.3592e-05,0.000194382,0.000956785,0,-0.00063891,-0.000634115,3.51779e-05,0.00477962,
0.00112212,0.000476713,0.00133346,-0.00025697,-0.000267989,0.000518168,-0.000318827,0,0.00106462,0.000634115,0.000929254,0,
-0.000186933,-0.0027681,-0.000380807,0.00141252,0.000428748,-0.000906971,-0.000478431,0.00111514,-0.000638638,-0.00126863,-0.000256086,0.000264866,
-0.00149673,0.00314931,-0.00171543,-0.0017981,-0.000696808,-0.000259286,-0.000957549,-0.00111514,0.000425804,-0.00127024,-0.000798808,-0.00318303,
0.000374392,0.000476304,0.00209624,0.000128543,0.000375265,0.000712874,0.00143598,-0.000278979,-0.0017043,0.00285578,-0.000201059,0.000531209,
-0.000936242,-0.000381025,0.00436889,-0.000257102,-0.000107204,-0.000259168,-0.00127632,0,-0.00128014,0.00126662,-0.000306692,-0.00159447,
0.000936242,0.000666698,0.00434989,0.00128485,-0.000750751,0,0.000319234,0.00055788,0,-0.00190054,0.000392147,0,
0.000935366,-0.00181065,-0.00188893,0.000256772,5.36438e-05,0.000194382,0.00111652,0.000278823,0.000426894,0.00158403,0.000477407,-0.000265993,
-0.000561115,0.000190749,-0.00854463,0.000128361,0.000589891,6.47857e-05,-0.00111652,-0.000836703,-0.00064041,0.000316506,-0.000432169,-0.00186393,
-0.00168524,0.00104847,0.00911168,-0.000641972,-0.000482613,-0.00188049,0.000797639,0,0.00128041,-0.00190054,0.000371878,0.00239585,
0.00205935,0.00266388,0.00245353,0.00154004,0.000107267,0.0014269,0.00111563,0.00111545,0.000426439,0.000317007,0.000743341,-0.00266241,
0.000373972,0,-0.000565664,0.000256443,0.000964889,0.000324013,-0.000637349,0.000557258,0.000213151,0.00126703,0.000301197,0.00133209,
0.000373832,0.000379975,0.00226074,-0.000384689,0.000428541,0.000777202,0.00047805,0.00111359,0.00106508,0,0.000882989,-0.00133209,
0.000373692,0.00246633,0.00169221,0.00102551,0.000428357,0.000711905,0.00302235,-0.00139218,0.000638502,0.00379147,0.000576532,0.00292826,
-0.0011215,0.000568289,0.002814,-0.00128205,0.000695689,0.00109922,-0.00334103,0.00306023,-0.00191673,0.00534677,0.000420909,-0.00186245,
0.0011215,-0.000663036,0,0.00128205,-0.00251748,6.46224e-05,0.00015935,-0.00361765,0.00234217,-0.00314169,5.51059e-05,-0.00106581,
-0.000934492,-0.00303663,-0.00525922,0.000256213,0.00278492,-6.46224e-05,0.00270507,0.000278746,-0.00276861,0.000314614,-0.00032567,0.00133209,
0.000186968,0.00123474,-0.00245121,-0.000512492,-0.00144505,-0.000258532,-0.00159033,0.00361664,0.00213038,-0.000314614,0.000145312,0.00159617,
0.000186933,-0.000759662,-0.000944376,-0.000384541,5.35576e-05,0,0.00174923,-0.00250243,-0.00149079,-0.0034673,-0.000741814,-0.0026617,
-0.000560905,0.000284941,-0.00151286,0.000128197,-0.000107118,0.000193905,-0.000953744,0.000556638,0.000852152,0.000315706,0.000300802,0.000532907,
-0.000748363,-0.000664988,-0.00246329,0.00012818,-0.000160699,-0.0017465,-0.00254777,-0.000556638,-0.00149174,0.00157704,-0.0013744,-0.00320171,
0.00130927,-0.000760529,0.00189538,-0.000897609,0.000107135,-0.000518068,0.0012747,0.00111297,0.000426439,-0.00347277,0.000376392,0.000534331,
-0.000560905,0.00142552,0.000378644,-0.000384936,0.00128473,-0.000388727,0.001909,-0.000278125,0.00127823,0.00347277,0.000311044,0.00213447,
0.00130829,0.000854336,0.000756859,0.000641478,0.000320924,0.000518269,-0.00063593,0.00138985,-0.000212925,-0.00378908,0.000827306,-0.000533191,
-0.000560486,0.00142227,0.00847543,0.000641067,0.00080186,0.000194282,0.000318016,-0.00138985,0.000212925,-0.000949517,0.000260585,0.00399202,
0.00112066,0.000284212,-0.00601958,0.00166485,-0.00181847,0.00213461,0.000794597,0.000556174,0.000425713,-0.00158454,0.000931537,-0.00106298,
0,0,-0.00132163,-0.000383951,0.0032602,0.000323029,0.000476455,0.00249896,0.00106349,0.00253405,0.000570513,-0.000797978,
0,0.00123065,0.000377786,-0.000896459,0.000320102,-0.000258415,0,0,0.000212562,-0.00221694,0.000100057,-0.00133138,
-0.000186689,-0.000757146,0.000943842,-0.000512623,-0.000907223,-0.000581677,0.000158768,-0.000277354,-0.000212562,0.00158403,-0.000480363,0.000799041,
-0.00149477,-0.000757719,-0.00037743,0.00140908,0.000266916,-0.000970214,-0.00142982,0.000554631,0.000212562,0.00158153,-0.000570731,-0.00186542,
-0.000748223,0.000284212,-0.000188768,-0.00205023,-0.000320307,-0.000453089,-0.000636132,-0.00194256,-0.00170177,-0.000948617,-0.000475858,0.000266702,
-0.000187143,0.000473507,0.000566198,0.000128263,-0.000106792,0.00181113,0.000636132,0.000832986,0.000851245,-0.000632911,0.000340637,0.00213106,
0.00261682,-0.000662973,0.00131988,0.000641067,0.000266959,-0.00168165,0.00142982,0.00110957,0.000637959,0,0.000750995,-0.000266134,
-0.000933794,-0.000189502,0.000565131,-0.000256377,5.33832e-05,-0.000258967,-0.000794092,-0.000832062,-0.000637959,-0.000316606,-0.00052063,0.000798191,
0,-0.00056872,-0.000565131,0.000768935,0,-0.000194269,0.000635324,-0.000277508,-0.000425532,-0.00095042,-0.000225357,-0.00212993,
0.000560381,-0.000284482,0.000565131,-0.000384394,0,0.00103567,-0.000794218,0.000554939,0.000850883,0.00284855,0.000210334,0.000532907,
-0.000747245,0.000568882,0.000188306,0.000384394,0.000106758,0.000129383,0,-0.000554939,0,0,1.00148e-05,-0.000532907,
0.000933968,9.47822e-05,-0.00377288,-0.00102538,-0.000427099,-0.000258782,0.00174645,0.000277508,-0.000850883,-0.000632311,9.01289e-05,-0.00106667,
0.000559963,0.000284293,0.000944555,0.000769132,-0.000480705,-0.000582505,0.000158617,-0.00111049,0,0,0.000205263,0,
-0.00224173,-0.00180189,-0.00132263,-0.000769132,0.000160261,0.000453089,-0.00254089,0.00111049,0,0,-0.000375514,-0.00053376,
0.00224173,0.00142281,-0.00018909,0.000897263,0.00144119,-0.00038835,-0.000318066,-0.00111049,-0.000638638,0.000316206,0.000485637,0.000800534,
-0.00242877,-0.000189591,0.00245538,-0.000384443,-0.000800406,6.47354e-05,0.00381013,0.00332779,0.00106417,-0.000316206,0.00050041,0.000533333,
0.00112171,0.000947598,0.00244937,0.000128164,0.000106758,6.47312e-05,-0.00110979,-0.0024948,0,-0.000632711,0.000400148,0.000533049,
0.00279877,0.00529002,0.000564387,0.000512492,0.000853652,0.00116445,0.00269307,0.00277162,0.00127551,0.00252845,0.00103964,-0.00133316,
0.00130342,-0.00179169,0.00187899,0,0,0.000710939,0.000316356,0.00027674,-0.000212472,0.000315607,0.000239763,0.000266773,
