7.94848e-07,2.23591e-07,6.50657e-07,2.2317e-07,2.94565e-07,1.92214e-07,1.69091e-07,3.39993e-07,2.66652e-07,3.67902e-07,2.03201e-07,2.7541e-07,
2.23591e-07,1.79712e-06,8.01925e-07,3.13957e-07,2.46704e-07,1.91695e-07,3.17036e-07,2.79879e-07,2.50876e-07,3.63796e-07,2.39942e-07,3.70841e-07,
6.50657e-07,8.01925e-07,1.23588e-05,6.38647e-07,6.58714e-07,4.26123e-07,2.72171e-07,7.06048e-07,7.0722e-07,4.45844e-07,5.54785e-07,6.73918e-07,
2.2317e-07,3.13957e-07,6.38647e-07,1.30455e-06,2.82427e-07,1.49361e-07,1.47982e-07,2.90418e-07,3.40408e-07,4.36563e-07,2.2861e-07,5.36804e-07,
2.94565e-07,2.46704e-07,6.58714e-07,2.82427e-07,9.78255e-07,2.97145e-07,1.1465e-07,4.4984e-07,3.34837e-07,3.60347e-07,2.22402e-07,3.95485e-07,
1.92214e-07,1.91695e-07,4.26123e-07,1.49361e-07,2.97145e-07,8.88924e-07,-8.98197e-09,3.23715e-07,2.90549e-07,3.19697e-07,1.8545e-07,3.02052e-07,
1.69091e-07,3.17036e-07,2.72171e-07,1.47982e-07,1.1465e-07,-8.98197e-09,1.48495e-06,2.14578e-07,2.30249e-07,4.47514e-07,1.57329e-07,2.93269e-07,
3.39993e-07,2.79879e-07,7.06048e-07,2.90418e-07,4.4984e-07,3.23715e-07,2.14578e-07,1.18698e-06,3.62381e-07,3.81315e-07,2.53406e-07,4.58753e-07,
2.66652e-07,2.50876e-07,7.0722e-07,3.40408e-07,3.34837e-07,2.90549e-07,2.30249e-07,3.62381e-07,1.14286e-06,4.01709e-07,2.7003e-07,5.20814e-07,
3.67902e-07,3.63796e-07,4.45844e-07,4.36563e-07,3.60347e-07,3.19697e-07,4.47514e-07,3.81315e-07,4.01709e-07,6.67885e-06,2.89416e-07,5.52998e-07,
2.03201e-07,2.39942e-07,5.54785e-07,2.2861e-07,2.22402e-07,1.8545e-07,1.57329e-07,2.53406e-07,2.7003e-07,2.89416e-07,2.23751e-07,2.77658e-07,
2.7541e-07,3.70841e-07,6.73918e-07,5.36804e-07,3.95485e-07,3.02052e-07,2.93269e-07,4.58753e-07,5.20814e-07,5.52998e-07,2.77658e-07,2.63565e-06,
